Total assets = 770
Number of asset nodes = 40

Distance:
999.000000 	6.082763 	107.615051 	13.152946 	69.526970 	60.802959 	46.065170 	9.055386 	36.400551 	6.324555 	41.868843 	3.605551 	72.201111 	39.217342 	51.613953 	29.614185 	69.771057 	29.427877 	22.135944 	27.073973 	64.070274 	18.027756 	54.589375 	57.201397 	67.742157 	17.000000 	17.720045 	21.540659 	57.245087 	21.470911 	108.466583 	44.922153 	62.649822 	21.931713 	118.697090 	60.008331 	27.073973 	48.052055 	71.589104 	61.465439 	67.542580 	58.189346 	41.012192 	42.047592 	74.242844 	75.239616 	36.249138 	68.154236 	62.801273 	54.037025 	61.131008 	59.008472 	74.525162 	76.000000 	
6.082763 	999.000000 	103.585716 	7.615773 	64.381676 	55.443665 	40.311287 	9.433981 	32.249031 	12.041595 	37.443291 	9.055386 	67.955872 	45.221676 	57.140179 	23.537205 	75.584389 	23.345236 	25.553865 	21.023796 	58.600342 	19.646883 	48.877399 	62.681736 	73.430237 	16.124516 	18.027756 	16.643316 	51.478149 	17.029387 	103.855667 	38.897301 	56.938564 	18.867962 	114.201576 	54.129475 	28.284271 	41.976185 	65.863495 	55.542778 	61.717098 	52.201534 	35.000000 	36.013885 	68.476273 	69.354164 	35.171009 	62.096699 	56.718605 	48.093658 	55.081757 	53.000000 	68.447060 	70.007141 	
107.615051 	103.585716 	999.000000 	102.859123 	45.398239 	54.918121 	71.309189 	99.624290 	71.344238 	109.402924 	66.241982 	107.647575 	35.777088 	140.801285 	156.847061 	89.196411 	171.828400 	90.138779 	129.139465 	93.637596 	54.332310 	122.588745 	64.938431 	162.483841 	171.213318 	116.730461 	119.854080 	105.475113 	64.498062 	107.703293 	14.422205 	78.644768 	60.133186 	113.463654 	16.124516 	66.121101 	130.146072 	80.894997 	56.142673 	67.029846 	61.032780 	71.112587 	90.801979 	89.627007 	56.435802 	60.827625 	130.633072 	73.334846 	80.056229 	92.135773 	86.023254 	89.000000 	76.295479 	91.591484 	
13.152946 	7.615773 	102.859123 	999.000000 	61.717098 	52.345009 	36.235340 	16.278820 	32.280025 	19.416489 	36.769554 	16.492422 	67.082039 	51.195702 	61.717098 	17.888544 	80.777473 	17.464249 	27.586229 	14.560220 	55.172459 	20.000000 	44.821869 	67.119293 	78.294319 	13.928389 	17.000000 	9.219544 	47.201694 	10.000000 	102.078400 	33.541019 	52.801514 	13.341664 	112.605507 	49.396355 	27.313000 	36.055511 	61.611687 	50.606323 	57.140179 	46.957428 	28.160255 	29.274563 	64.070274 	64.498062 	31.064449 	56.302753 	50.447994 	41.000000 	48.373547 	46.097721 	62.361847 	63.031738 	
69.526970 	64.381676 	45.398239 	61.717098 	999.000000 	9.848858 	26.832815 	63.245552 	34.885529 	73.006851 	29.068884 	70.604530 	16.401220 	107.070068 	121.037186 	45.793011 	138.397980 	46.647614 	89.196411 	50.249378 	9.000000 	81.688431 	19.646883 	126.657021 	136.824707 	75.000000 	78.409180 	62.433964 	19.104973 	64.660652 	41.146080 	33.526108 	15.132746 	70.491135 	51.894123 	21.095022 	88.232651 	35.510563 	14.866069 	22.360680 	17.888544 	26.076809 	45.607018 	44.384682 	17.029387 	21.931713 	86.764046 	30.870699 	36.138622 	47.010635 	41.773197 	44.407207 	36.055511 	50.537113 	
60.802959 	55.443665 	54.918121 	52.345009 	9.848858 	999.000000 	17.000000 	55.072678 	27.892651 	64.660652 	22.360680 	62.128899 	22.803509 	98.979797 	112.414413 	36.055511 	130.172958 	36.891735 	79.906197 	40.496914 	4.000000 	72.249565 	10.049875 	118.004234 	128.413391 	65.436989 	68.883957 	52.697250 	10.198039 	54.918121 	50.990196 	23.769728 	8.485281 	60.745369 	61.741398 	13.416408 	78.600258 	26.076809 	14.142136 	15.264338 	13.892444 	18.027756 	35.902645 	34.713108 	17.117243 	20.880613 	76.922035 	25.495098 	29.068884 	38.327538 	34.176014 	36.400551 	31.890438 	45.000000 	
46.065170 	40.311287 	71.309189 	36.235340 	26.832815 	17.000000 	999.000000 	41.761227 	20.615528 	50.695168 	17.804493 	47.927029 	37.054016 	85.088188 	97.416634 	19.209373 	115.836090 	20.000000 	63.780876 	23.600847 	19.209373 	55.865910 	8.602325 	102.927162 	113.740936 	48.836460 	52.345009 	35.805027 	11.180340 	38.013157 	67.977936 	8.246211 	16.643316 	43.829212 	78.721024 	14.317822 	61.846584 	12.529964 	25.553865 	16.124516 	21.540659 	14.142136 	20.000000 	19.026299 	28.178005 	29.410883 	59.933296 	25.317978 	23.706539 	26.419689 	26.248810 	26.907248 	32.557640 	40.816662 	
9.055386 	9.433981 	99.624290 	16.278820 	63.245552 	55.072678 	41.761227 	999.000000 	29.000000 	9.899495 	34.713108 	8.062258 	64.536812 	43.908997 	58.051701 	28.160255 	75.166481 	28.284271 	31.048349 	26.925823 	58.591808 	27.000000 	49.979996 	63.702435 	73.600273 	25.000000 	26.305893 	25.495098 	52.810986 	26.172504 	101.138519 	42.190044 	57.939625 	28.301943 	111.198021 	56.044624 	36.013885 	46.010868 	66.850578 	57.723480 	63.245552 	54.918121 	40.792156 	41.593269 	69.641945 	71.168816 	44.271889 	65.490456 	61.008198 	54.129475 	60.207973 	58.549126 	72.249565 	75.538071 	
36.400551 	32.249031 	71.344238 	32.280025 	34.885529 	27.892651 	20.615528 	29.000000 	999.000000 	38.897301 	5.830952 	36.796738 	35.805027 	72.422371 	87.045967 	24.041630 	103.812332 	25.000000 	57.801384 	27.459061 	31.780497 	51.478149 	26.172504 	92.698433 	102.449989 	46.173584 	49.040798 	37.054016 	29.154760 	39.115215 	72.180328 	26.400757 	33.015148 	44.407207 	82.328613 	33.376640 	59.464275 	31.400637 	41.303753 	35.510563 	39.000000 	34.481880 	33.837849 	33.600594 	44.283180 	47.010635 	62.393909 	45.607018 	44.283180 	44.553337 	46.324940 	46.400433 	52.886673 	61.294373 	
6.324555 	12.041595 	109.402924 	19.416489 	73.006851 	64.660652 	50.695168 	9.899495 	38.897301 	999.000000 	44.598206 	3.000000 	74.411018 	34.438351 	48.166378 	35.227829 	65.513359 	35.128338 	23.021729 	33.000000 	68.095520 	21.189621 	59.093147 	53.814495 	63.820061 	22.022715 	21.954498 	27.856777 	61.846584 	27.730848 	111.036034 	50.219517 	67.119293 	27.802877 	121.082619 	64.845970 	30.083218 	53.600372 	76.059189 	66.407829 	72.235725 	63.324562 	47.010635 	48.000000 	78.790863 	80.056229 	40.816662 	73.545906 	68.468971 	60.133186 	67.029846 	65.007690 	80.062477 	82.024384 	
